query_id,doc_id,source,in_lexical,in_dense,relevant,notes
25,crossref_10.5040_9798400616693.ch-010,lexical,1,0,0.0,
25,f5a60174-479e-4ca7-afd1-2913c24b0ff5,lexical,1,0,0.0,
26,82fc525a-a852-45b9-95be-3bb88c2e66c9,both,1,1,0.0,
26,crossref_10.1016_s0026-0576(03)90190-5,both,1,1,0.0,
26,arxiv_2602.04602v1,dense_only,0,1,,
26,arxiv_2604.25903v1,dense_only,0,1,,
26,arxiv_2605.06635v1,dense_only,0,1,,
26,arxiv_2605.11221v1,dense_only,0,1,,
26,arxiv_2605.13706v1,dense_only,0,1,,
26,arxiv_2605.26100v1,dense_only,0,1,,
26,pubmed_39842165,dense_only,0,1,,
26,pubmed_40900750,dense_only,0,1,,
26,crossref_10.1016_j.bej.2023.109193,lexical,1,0,0.0,
26,crossref_10.1016_s0006-291x(67)80003-2,lexical,1,0,0.0,
26,pubmed_20807099,lexical,1,0,0.0,
26,pubmed_29301547,lexical,1,0,0.0,
26,pubmed_31618692,lexical,1,0,0.0,
26,pubmed_32413272,lexical,1,0,0.0,
26,pubmed_40414106,lexical,1,0,0.0,
26,pubmed_41048210,lexical,1,0,0.0,
27,arxiv_2601.11135v1,both,1,1,1.0,
27,arxiv_2602.04696v1,dense_only,0,1,,
27,arxiv_2602.04861v1,dense_only,0,1,,
27,arxiv_2604.19840v1,dense_only,0,1,,
27,arxiv_2604.26498v1,dense_only,0,1,,
27,arxiv_2605.02745v1,dense_only,0,1,,
27,arxiv_2605.11764v1,dense_only,0,1,,
27,arxiv_2605.13643v1,dense_only,0,1,,
27,arxiv_2605.13826v1,dense_only,0,1,,
27,arxiv_2605.22800v1,dense_only,0,1,,
27,arxiv_1809.08997v1,lexical,1,0,0.0,
27,arxiv_2605.13672v1,lexical,1,0,0.0,
27,arxiv_2605.15199v1,lexical,1,0,0.0,
27,arxiv_2605.15680v1,lexical,1,0,0.0,
27,bbef2fb8-d7d6-4461-ac8f-c5a586392df1,lexical,1,0,0.0,
27,crossref_10.1090_conm_761_15306,lexical,1,0,0.0,
27,crossref_10.1103_physrevlett.93.136602,lexical,1,0,0.0,
27,crossref_10.4064_cm98-2-10,lexical,1,0,0.0,
27,pubmed_33858591,lexical,1,0,0.0,
28,pubmed_41318247,both,1,1,0.0,
28,arxiv_1906.01121v1,dense_only,0,1,,
28,arxiv_2605.11764v1,dense_only,0,1,,
28,arxiv_2605.16205v1,dense_only,0,1,,
28,arxiv_2605.19999v1,dense_only,0,1,,
28,arxiv_2605.25739v1,dense_only,0,1,,
28,medrxiv_10.64898_2025.12.20.25342753,dense_only,0,1,,
28,medrxiv_10.64898_2025.12.24.25342959,dense_only,0,1,,
28,pubmed_30953018,dense_only,0,1,,
28,pubmed_39915771,dense_only,0,1,,
28,arxiv_1905.03421v3,lexical,1,0,0.0,
28,arxiv_1906.01119v1,lexical,1,0,0.0,
28,arxiv_2604.28176v1,lexical,1,0,0.0,
28,crossref_10.1007_978-3-031-50989-6_16,lexical,1,0,0.0,
28,crossref_10.1016_s0026-0576(96)92736-1,lexical,1,0,0.0,
28,crossref_10.1016_s0026-0576(98)80032-9,lexical,1,0,0.0,
28,crossref_10.1016_s0026-0576(99)80397-3,lexical,1,0,0.0,
28,pubmed_2425384,lexical,1,0,0.0,
28,pubmed_4108878,lexical,1,0,0.0,
29,arxiv_2601.11252v1,both,1,1,1.0,
29,arxiv_2601.11340v1,both,1,1,1.0,
29,arxiv_2605.23897v1,both,1,1,1.0,
29,arxiv_2601.11517v1,dense_only,0,1,,
29,arxiv_2604.18805v1,dense_only,0,1,,
29,arxiv_2605.06638v1,dense_only,0,1,,
29,arxiv_2605.10805v1,dense_only,0,1,,
29,arxiv_2605.13772v1,dense_only,0,1,,
29,arxiv_2605.16938v1,dense_only,0,1,,
29,arxiv_2605.20128v1,dense_only,0,1,,
29,arxiv_2005.12737v1,lexical,1,0,0.0,"formal proof reasoning, not LLM CoT evaluation"
29,arxiv_2601.10949v1,lexical,1,0,1.0,
29,arxiv_2601.10987v1,lexical,1,0,0.0,
29,arxiv_2601.11038v1,lexical,1,0,1.0,
29,arxiv_2605.02819v1,lexical,1,0,1.0,
29,arxiv_2605.20177v1,lexical,1,0,1.0,
29,crossref_10.1126_science.ns-15.371.177-a,lexical,1,0,0.0,
30,pubmed_30918265,both,1,1,0.0,
30,4e697028-530c-4043-9462-4e2ef5aaaf28,dense_only,0,1,,
30,arxiv_2008.03964v1,dense_only,0,1,,
30,arxiv_2601.06978v1,dense_only,0,1,,
30,arxiv_2604.19676v1,dense_only,0,1,,
30,arxiv_2605.06652v1,dense_only,0,1,,
30,arxiv_2605.13743v1,dense_only,0,1,,
30,arxiv_2605.25388v1,dense_only,0,1,,
30,medrxiv_10.1101_2025.07.07.25331008,dense_only,0,1,,
30,pubmed_27869364,dense_only,0,1,,
30,arxiv_2605.26112v1,lexical,1,0,1.0,
30,crossref_10.1103_physrevlett.131.110601,lexical,1,0,1.0,
30,crossref_10.1103_physrevresearch.3.023038,lexical,1,0,1.0,
30,crossref_10.1109_qce60285.2024.00152,lexical,1,0,1.0,
30,crossref_10.26226_m.6275705f66d5dcf63a31175b,lexical,1,0,1.0,
30,pubmed_26426283,lexical,1,0,1.0,
30,pubmed_29247883,lexical,1,0,0.0,
30,pubmed_36580464,lexical,1,0,0.0,
30,pubmed_41026600,lexical,1,0,0.0,
